Doc,tag,entities
"Prior to test, EDR controller shall have no sufficient storage space for recording a complete event, and there is at least one unlocked event in the last three events stored.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'I-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O']",[]
"Apply acceleration in accordance with impact waveform in Annex D.1 to longitudinal direction of EDR controller through test bench (impact bench), and acquire the acceleration through test chamber acceleration sensor.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANNEX', 'L-ANNEX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(57, 66, 'ANNEX')]"
"EDR controller shall trigger work, EDR record data override the existing unlocked event data, and its record data shall be identical with preset data <Paragraph_5.3.1.4>.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Locked event coverage test,"['O', 'O', 'O', 'O']",[]
"Prior to test, EDR controller shall have no sufficient storage space for recording a complete event, and there is fullly unlocked event in the stored events.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"Apply acceleration in accordance with corresponding locking impact waveform in Figure D.2 to longitudinal direction of EDR controller through test bench (impact bench), and acquire the acceleration through test chamber acceleration sensor.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIGURE', 'L-FIGURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(79, 89, 'FIGURE')]"
24,['B-CARDINAL'],[]
For Reference Purposes Only,"['O', 'O', 'O', 'O']",[]
The data record of the EDR controller is consistent with that before the test.,"['O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(23, 26, 'ABBREV')]"
Power-off storage test,"['O', 'O', 'O', 'O', 'O']",[]
"Prior to test, EDR controller storage space shall be able to record at least 1 event.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'I-CARDINAL', 'O', 'O']",[]
"Apply acceleration in accordance with breaking impact waveform in Figure D.3 to longitudinal direction of EDR controller through test bench (impact bench), and acceleration through test chamber acceleration sensor.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"At the same time of application of impact waveform, disconnect power supply to EDR controller.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"EDR controller shall trigger work, its record data shall be identical with preset data <Paragraph_5.3.1.4>.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Appearance and Identification Vehicle manufacturer information and controller manufacturer information,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"(allow to mark abbreviation or logo), specification and model, and unique number of ECU recording EDR data shall be marked on surface of EDR controller, by means of nameplate, label, punching or mould, logo is clear and easy to see, durable and difficult to replace.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Type Inspection,"['O', 'O']",[]
"General For vehicle models that have passed type inspection as per this standard, the results can be expanded to other vehicle models conforming to the determination condition <Paragraph_7.2>.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"After vehicle model is granted with expansion, the expansion vehicle model shall not be expanded further to other vehicle models.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Determinant condition,"['O', 'O']",[]
Complete vehicle manufacturer is identical.,"['O', 'O', 'O', 'O', 'O', 'O']",[]
EDR controller manufacturer is identical.,"['O', 'O', 'O', 'O', 'O', 'O']",[]
EDR controller model is identical.,"['O', 'O', 'O', 'O', 'O', 'O']",[]
"For complete vehicle impact test, the following conditions are included too: a)","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
The length of the vehicle portion in front of lateral plane passing R-point of b),"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
The arrangement of EDR controller on complete vehicle is identical.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
25,['B-CARDINAL'],[]
For Reference Purposes,"['O', 'O', 'O']",[]
"Only c) Model, accuracy and arrangement of EDR acceleration sensor are identical.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
d),"['O', 'O']",[]
The arrangement and configuration of the non-reversible restraint such as vehicle airbags and pretensioning seat belts related to the direction of impact are identical or its quantity decreases.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
e),"['O', 'O']",[]
"EDR software version number shall be identical, but it could be modified with the exception of the situation that its change does not influence airbag control strategy and EDR storage strategy.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Note:,"['O', 'O']",[]
"Airbag control strategy includes continuous/wakeup algorimoth, airbag quantity, location and quanity of sensor related to airbag deployment.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"For drive operation test, the following conditions are included too: Data resource and transmission strategy of isuch as brake, acceleration, steering signal (refers to data sources such as buses or hardwires, sensors, etc.) are identical.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"For bench test, difference of software version number is permitted, the following conditions are included too:","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"a) Edata is identical or is decreased, the acquisition mode (refers to data sources such as buses or hardwires, sensors, etc.)","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
shall be identical.,"['O', 'O', 'O', 'O']",[]
b),"['O', 'O']",[]
The arrangement and configuration of the non-reversible restraint such as airbags and pretensioning seat belts related to the direction of impact are identical or its quantity decreases.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
c),"['O', 'O']",[]
"Storage strategy is identical (lock, override, concentrated or distributed), number of storages, storage controller and model and storage medium shall be identical.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
d),"['O', 'O']",[]
The range and accuracy of sensor from which EDR acquires acceleration are equivalent or higher.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
e),"['O', 'O']",[]
The energy storage capacitor of EDR storage unit is equivalent or increased (only applicable to power-off storage test).,"['O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(32, 35, 'ABBREV')]"
"Manual For vehicles fitted with EDR, its product manual shall at least include: a) Declaration such as this vehicle is fitted with EDR; b) Explanation for meaning and possible purpose of EDR record data item; 26 For Reference Purposes","['O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O']","[(32, 35, 'ABBREV'), (131, 134, 'ABBREV'), (187, 190, 'ABBREV')]"
Only c) Explanation for supplier and accessible way for EDR data retrieval tool; d) Way of retrieval data from EDR controller; e) Explanation for data source of the vehicle verocity in Level A data element.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(56, 59, 'ABBREV'), (111, 114, 'ABBREV')]"
Note:,"['O', 'O']",[]
It is deemed as satisfaction if d) and e) can be obtained by other publicly available means (such as maintenance manual or official website).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"Implementation Date For vehicle type applying for new type approval, all requirements except for Level B data elements <Paragraph_4.4","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
> specified in this standard shall be implemented from 01_January_2021; all requirements shall be implemented from 01_January_2023.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']","[(55, 70, 'DATE'), (115, 130, 'DATE')]"
"Vehicle types granted with type approval before 1_January_2021 are only required from 1_January_2021 for recording some data elements in this standard, including longitudinal delta-V, maximum recorded longtidudinal delta-V, time to achieve maximum delta-V (longitudinal), driving brake on/off (or brake pedal position), vehicle velocity and VIN.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']","[(48, 62, 'DATE'), (86, 100, 'DATE'), (341, 344, 'DATE')]"
"If longitudinal acceleration is recorded, longitudinal delta-V, maximum recorded longitudinal delta-V and time to achieve maximum delta-V (longitudinal) might not be recored, and vehicle is required to be verified by either test in impact (5.1), driving operative data test (5.2), bench test (5.3) for validity.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(240, 243, 'DATE')]"
Others are not required.,"['O', 'O', 'O', 'O', 'O']",[]
